,index,dato,dati,hors,meas,fore,q5,10,q15,q20,q25,q30,q35,q40,q45,q50,q55,q60,q65,q70,q75,q80,q85,q90,q95,time
0,50,2017-01-01 01:00:00,2016-12-31 12:00:00,13,144796.0,138563.0,90423.0,108710.0,121071.0,127537.0,131273.0,134172.0,136054.0,137811.0,139275.0,141163.0,142993.0,144718.0,146568.0,148821.0,150989.0,152172.0,153606.0,156823.0,157806.0,12:00:00
1,51,2017-01-01 02:00:00,2016-12-31 12:00:00,14,138824.0,139105.0,84651.0,108377.0,118738.0,126285.0,130194.0,134427.0,136471.0,137790.0,139317.0,141107.0,143269.0,144843.0,146943.0,148726.0,150211.0,152244.0,154077.0,155062.0,157605.0,12:00:00
2,52,2017-01-01 03:00:00,2016-12-31 12:00:00,15,139307.0,138035.0,96420.0,111929.0,119582.0,124943.0,129617.0,132186.0,134268.0,135814.0,137119.0,139637.0,140940.0,141909.0,144100.0,146150.0,148299.0,150362.0,153688.0,155021.0,156767.0,12:00:00
3,53,2017-01-01 04:00:00,2016-12-31 12:00:00,16,139602.0,138786.0,101909.0,111329.0,120306.0,124232.0,129451.0,132178.0,134922.0,136107.0,137312.0,139525.0,141384.0,143238.0,145445.0,147903.0,150514.0,152098.0,153253.0,154366.0,156323.0,12:00:00
4,54,2017-01-01 05:00:00,2016-12-31 12:00:00,17,137667.0,136031.0,95823.0,104261.0,115444.0,120678.0,126119.0,129464.0,131619.0,133547.0,135096.0,136589.0,138565.0,140940.0,142948.0,145022.0,147950.0,151025.0,152227.0,154101.0,157501.0,12:00:00
5,55,2017-01-01 06:00:00,2016-12-31 12:00:00,18,114107.0,128874.0,88974.0,101313.0,108332.0,112846.0,116678.0,120141.0,123672.0,125740.0,127864.0,129339.0,130990.0,133086.0,135476.0,137967.0,141109.0,144825.0,146963.0,150522.0,153656.0,12:00:00
6,56,2017-01-01 07:00:00,2016-12-31 12:00:00,19,37123.0,130481.0,82070.0,103014.0,110972.0,117030.0,120915.0,123513.0,125874.0,128667.0,130175.0,131978.0,133419.0,135277.0,137707.0,140344.0,143825.0,146140.0,149186.0,150294.0,153648.0,12:00:00
7,57,2017-01-01 08:00:00,2016-12-31 12:00:00,20,68541.0,73831.0,29850.0,41654.0,49895.0,54721.0,57950.0,61706.0,64072.0,66891.0,68718.0,70939.0,73209.0,76014.0,81135.0,86141.0,92001.0,96968.0,102901.0,110220.0,121256.0,12:00:00
8,58,2017-01-01 09:00:00,2016-12-31 12:00:00,21,37023.0,74427.0,33046.0,44180.0,49893.0,53785.0,58589.0,62287.0,65030.0,67357.0,69961.0,72423.0,76097.0,79003.0,83137.0,86789.0,91551.0,96157.0,102138.0,109942.0,117335.0,12:00:00
9,59,2017-01-01 10:00:00,2016-12-31 12:00:00,22,16013.0,62913.0,21498.0,30758.0,38352.0,42622.0,47173.0,49808.0,52786.0,55023.0,57807.0,60651.0,63701.0,66456.0,70512.0,76307.0,80493.0,86428.0,93504.0,100155.0,111168.0,12:00:00
10,60,2017-01-01 11:00:00,2016-12-31 12:00:00,23,19108.0,64878.0,26204.0,34335.0,39409.0,44809.0,49192.0,52551.0,55105.0,57380.0,60264.0,62485.0,65308.0,68831.0,73271.0,77365.0,81647.0,86188.0,91463.0,99318.0,113263.0,12:00:00
11,61,2017-01-01 12:00:00,2016-12-31 12:00:00,24,16199.0,66925.0,25451.0,34981.0,41724.0,46271.0,50472.0,54288.0,56864.0,59067.0,62772.0,65486.0,69361.0,71831.0,75945.0,79634.0,84833.0,88958.0,96000.0,103172.0,113507.0,12:00:00
12,62,2017-01-01 13:00:00,2016-12-31 12:00:00,25,29657.0,95342.0,49004.0,62557.0,72496.0,77341.0,82437.0,86281.0,88980.0,91231.0,93535.0,95810.0,97999.0,100779.0,104312.0,107991.0,110793.0,115150.0,119120.0,124591.0,131429.0,12:00:00
13,63,2017-01-01 14:00:00,2016-12-31 12:00:00,26,65147.0,84504.0,40088.0,52522.0,60115.0,65964.0,70023.0,74290.0,77176.0,79123.0,81753.0,84371.0,87585.0,90707.0,93750.0,96758.0,99733.0,104374.0,109893.0,114411.0,121851.0,12:00:00
14,64,2017-01-01 15:00:00,2016-12-31 12:00:00,27,51789.0,82111.0,39320.0,51851.0,58513.0,63112.0,67334.0,71020.0,74091.0,76652.0,78932.0,82104.0,84854.0,87092.0,90180.0,94077.0,97780.0,103359.0,107835.0,115208.0,123740.0,12:00:00
15,65,2017-01-01 16:00:00,2016-12-31 12:00:00,28,73257.0,92412.0,48412.0,61277.0,68951.0,74532.0,79343.0,83404.0,85494.0,88068.0,90599.0,92513.0,95020.0,97551.0,100358.0,103260.0,108096.0,111767.0,116535.0,122663.0,129539.0,12:00:00
16,66,2017-01-01 17:00:00,2016-12-31 12:00:00,29,98823.0,102348.0,57177.0,70572.0,78594.0,84414.0,90630.0,94098.0,96264.0,98558.0,101020.0,103510.0,105577.0,107983.0,110720.0,114123.0,117240.0,121221.0,125003.0,129213.0,137244.0,12:00:00
17,67,2017-01-01 18:00:00,2016-12-31 12:00:00,30,101423.0,104203.0,55237.0,70952.0,80278.0,87034.0,91810.0,95806.0,98255.0,100531.0,102895.0,105207.0,108082.0,110687.0,114181.0,116512.0,120294.0,124153.0,127675.0,132636.0,137767.0,12:00:00
18,68,2017-01-01 19:00:00,2016-12-31 12:00:00,31,81237.0,95357.0,48927.0,62611.0,70521.0,77390.0,81461.0,85106.0,88186.0,91280.0,93552.0,95558.0,98028.0,100521.0,103823.0,108059.0,111019.0,115457.0,120024.0,126464.0,132880.0,12:00:00
19,69,2017-01-01 20:00:00,2016-12-31 12:00:00,32,79054.0,92511.0,45274.0,60652.0,69493.0,76009.0,79521.0,82772.0,85239.0,87222.0,89482.0,92407.0,94924.0,97356.0,100396.0,103490.0,107692.0,112227.0,117140.0,124511.0,132762.0,12:00:00
20,70,2017-01-01 21:00:00,2016-12-31 12:00:00,33,111578.0,94128.0,47263.0,61954.0,70967.0,76134.0,80259.0,84127.0,86669.0,89073.0,91434.0,93662.0,95938.0,99320.0,102431.0,106115.0,109828.0,113811.0,119165.0,125568.0,133523.0,12:00:00
21,71,2017-01-01 22:00:00,2016-12-31 12:00:00,34,114706.0,93398.0,45985.0,57449.0,67721.0,73331.0,77925.0,81797.0,84888.0,87634.0,89943.0,92688.0,95095.0,97971.0,102732.0,105983.0,110098.0,115309.0,120023.0,126439.0,135946.0,12:00:00
22,72,2017-01-01 23:00:00,2016-12-31 12:00:00,35,112411.0,112347.0,55985.0,75034.0,87006.0,94857.0,100504.0,103283.0,106051.0,107825.0,109882.0,112266.0,114468.0,117590.0,121386.0,124435.0,128034.0,132092.0,135747.0,140637.0,145555.0,12:00:00
23,73,2017-01-02 00:00:00,2016-12-31 12:00:00,36,61394.0,113893.0,57246.0,81675.0,89963.0,95151.0,101052.0,104133.0,107228.0,109518.0,111845.0,114647.0,117431.0,120429.0,123136.0,125723.0,128370.0,131807.0,136561.0,140862.0,146585.0,12:00:00
24,126,2017-01-02 01:00:00,2017-01-01 12:00:00,13,34046.0,69415.0,28798.0,37691.0,45596.0,50899.0,54691.0,57996.0,61176.0,63381.0,65867.0,68610.0,70729.0,72765.0,76620.0,81223.0,84892.0,89994.0,94706.0,102596.0,113672.0,12:00:00
25,127,2017-01-02 02:00:00,2017-01-01 12:00:00,14,32503.0,79574.0,35850.0,48499.0,55608.0,61217.0,65344.0,68562.0,71485.0,73870.0,75921.0,78746.0,81110.0,84005.0,86250.0,90766.0,94761.0,98631.0,103804.0,110563.0,121774.0,12:00:00
26,128,2017-01-02 03:00:00,2017-01-01 12:00:00,15,31152.0,69332.0,29369.0,39467.0,44624.0,50324.0,54707.0,58188.0,60573.0,62953.0,65391.0,67639.0,69964.0,72215.0,75757.0,79882.0,83610.0,89920.0,95258.0,104380.0,115853.0,12:00:00
27,129,2017-01-02 04:00:00,2017-01-01 12:00:00,16,42046.0,89509.0,49728.0,59070.0,67682.0,71751.0,76233.0,79678.0,82281.0,84006.0,85852.0,88488.0,90891.0,93482.0,96366.0,99718.0,103124.0,107794.0,114268.0,118918.0,127611.0,12:00:00
28,130,2017-01-02 05:00:00,2017-01-01 12:00:00,17,38986.0,76163.0,35828.0,43946.0,51650.0,57043.0,61791.0,65319.0,67382.0,69700.0,72066.0,74301.0,76733.0,79489.0,82344.0,86232.0,91042.0,95670.0,103371.0,110912.0,121400.0,12:00:00
29,131,2017-01-02 06:00:00,2017-01-01 12:00:00,18,75530.0,65639.0,26506.0,34481.0,41666.0,46017.0,49560.0,52611.0,55913.0,58457.0,60956.0,63459.0,65357.0,68721.0,72238.0,75942.0,81457.0,88513.0,94716.0,104481.0,116480.0,12:00:00
30,132,2017-01-02 07:00:00,2017-01-01 12:00:00,19,47252.0,38105.0,0.0,8154.0,13409.0,16571.0,20993.0,24093.0,26933.0,29658.0,32264.0,35359.0,37467.0,40577.0,44795.0,47715.0,54723.0,61293.0,67547.0,83179.0,98678.0,12:00:00
31,133,2017-01-02 08:00:00,2017-01-01 12:00:00,20,72708.0,35887.0,0.0,1882.0,10430.0,14004.0,16523.0,20382.0,22461.0,25595.0,27840.0,30266.0,32748.0,35782.0,42432.0,49150.0,57785.0,65077.0,73005.0,82092.0,98283.0,12:00:00
32,134,2017-01-02 09:00:00,2017-01-01 12:00:00,21,97411.0,41766.0,3841.0,10452.0,15083.0,17802.0,22420.0,26482.0,29559.0,31805.0,35056.0,38059.0,42798.0,46247.0,51313.0,55614.0,61414.0,66861.0,75101.0,85986.0,95121.0,12:00:00
33,135,2017-01-02 10:00:00,2017-01-01 12:00:00,22,80082.0,80169.0,38105.0,48901.0,56914.0,61430.0,65916.0,68584.0,71415.0,73515.0,76026.0,78656.0,81435.0,83948.0,87554.0,92633.0,96609.0,101694.0,107476.0,113090.0,122340.0,12:00:00
34,136,2017-01-02 11:00:00,2017-01-01 12:00:00,23,126583.0,104931.0,62802.0,75631.0,81995.0,89239.0,93438.0,96758.0,98979.0,100827.0,103164.0,105231.0,107249.0,110022.0,113190.0,116112.0,119262.0,122391.0,126583.0,130475.0,137498.0,12:00:00
35,137,2017-01-02 12:00:00,2017-01-01 12:00:00,24,143766.0,122632.0,74858.0,90481.0,101096.0,108258.0,112276.0,116352.0,117804.0,119378.0,122320.0,124118.0,126782.0,128913.0,131295.0,133801.0,135790.0,138203.0,141112.0,143899.0,147798.0,12:00:00
36,138,2017-01-02 13:00:00,2017-01-01 12:00:00,25,127936.0,134020.0,84405.0,102923.0,114832.0,120226.0,125726.0,129340.0,131360.0,133027.0,134530.0,136536.0,137978.0,140081.0,142480.0,144780.0,146847.0,149354.0,151119.0,154603.0,157381.0,12:00:00
37,139,2017-01-02 14:00:00,2017-01-01 12:00:00,26,106322.0,116096.0,71119.0,85548.0,94786.0,100813.0,104769.0,109013.0,111843.0,113348.0,115629.0,117896.0,120673.0,122676.0,124649.0,126699.0,129078.0,131732.0,135863.0,138493.0,142320.0,12:00:00
38,140,2017-01-02 15:00:00,2017-01-01 12:00:00,27,129863.0,102986.0,62730.0,74565.0,81670.0,86006.0,89914.0,93848.0,96853.0,99036.0,101148.0,104244.0,106799.0,108675.0,111123.0,113841.0,117001.0,120962.0,124677.0,129702.0,135738.0,12:00:00
39,141,2017-01-02 16:00:00,2017-01-01 12:00:00,28,127369.0,129260.0,84538.0,100265.0,108698.0,115060.0,120046.0,123542.0,125496.0,127517.0,129780.0,131328.0,133363.0,135757.0,137334.0,138943.0,141778.0,144197.0,146741.0,149463.0,153259.0,12:00:00
40,142,2017-01-02 17:00:00,2017-01-01 12:00:00,29,141441.0,129786.0,82664.0,98278.0,107244.0,113369.0,120595.0,124067.0,125936.0,127778.0,130310.0,132783.0,134346.0,136319.0,138501.0,140517.0,142295.0,145213.0,147627.0,149897.0,154533.0,12:00:00
41,143,2017-01-02 18:00:00,2017-01-01 12:00:00,30,154155.0,112381.0,62316.0,79194.0,88969.0,95972.0,100801.0,104894.0,107163.0,109386.0,111665.0,113892.0,116767.0,119296.0,122467.0,124626.0,127930.0,131432.0,134656.0,138907.0,142815.0,12:00:00
42,144,2017-01-02 19:00:00,2017-01-01 12:00:00,31,138516.0,107533.0,59319.0,74677.0,83348.0,90601.0,94619.0,98345.0,101443.0,104464.0,106669.0,108518.0,110846.0,113186.0,116081.0,119985.0,122690.0,126403.0,130158.0,135569.0,140882.0,12:00:00
43,145,2017-01-02 20:00:00,2017-01-01 12:00:00,32,143952.0,103039.0,54528.0,70936.0,80891.0,87505.0,91098.0,94280.0,96730.0,98559.0,100663.0,103593.0,105942.0,108283.0,111069.0,113872.0,117388.0,121382.0,125561.0,131893.0,138993.0,12:00:00
44,146,2017-01-02 21:00:00,2017-01-01 12:00:00,33,130887.0,106824.0,57598.0,74739.0,84870.0,89884.0,94163.0,97955.0,100354.0,102562.0,104853.0,107053.0,109208.0,112436.0,115005.0,118232.0,121305.0,124746.0,129662.0,135296.0,141176.0,12:00:00
45,147,2017-01-02 22:00:00,2017-01-01 12:00:00,34,128205.0,100197.0,51804.0,64281.0,75191.0,80721.0,85534.0,89420.0,92408.0,95038.0,97313.0,99959.0,102241.0,105041.0,109462.0,112469.0,116249.0,120975.0,125232.0,131296.0,139209.0,12:00:00
46,148,2017-01-02 23:00:00,2017-01-01 12:00:00,35,109861.0,92803.0,40884.0,55365.0,65827.0,72977.0,78364.0,81206.0,84436.0,86389.0,88587.0,91301.0,93973.0,97539.0,101719.0,105683.0,110671.0,115748.0,121044.0,127665.0,137592.0,12:00:00
47,149,2017-01-03 00:00:00,2017-01-01 12:00:00,36,97861.0,90618.0,39485.0,56814.0,65072.0,69790.0,75103.0,78180.0,81247.0,84035.0,86628.0,89991.0,93402.0,97049.0,100323.0,103689.0,107625.0,112258.0,117448.0,124800.0,134619.0,12:00:00
48,202,2017-01-03 01:00:00,2017-01-02 12:00:00,13,127671.0,130602.0,83328.0,100534.0,112381.0,118714.0,122456.0,125402.0,127433.0,129242.0,130823.0,132810.0,134673.0,136434.0,138515.0,141038.0,143379.0,145013.0,146824.0,150580.0,152725.0,12:00:00
49,203,2017-01-03 02:00:00,2017-01-02 12:00:00,14,133145.0,133588.0,80129.0,102828.0,112888.0,120255.0,124185.0,128324.0,130449.0,131867.0,133442.0,135328.0,137509.0,139205.0,141318.0,143355.0,145073.0,147276.0,149418.0,150939.0,154285.0,12:00:00
50,204,2017-01-03 03:00:00,2017-01-02 12:00:00,15,141426.0,133485.0,91979.0,107130.0,114618.0,120001.0,124656.0,127285.0,129387.0,130989.0,132369.0,134869.0,136240.0,137293.0,139574.0,141761.0,144015.0,146359.0,149819.0,151667.0,154057.0,12:00:00
51,205,2017-01-03 04:00:00,2017-01-02 12:00:00,16,120931.0,139371.0,102528.0,111950.0,120931.0,124855.0,130083.0,132801.0,135547.0,136726.0,137924.0,140132.0,141984.0,143829.0,146028.0,148475.0,151077.0,152624.0,153717.0,154787.0,156664.0,12:00:00
52,206,2017-01-03 05:00:00,2017-01-02 12:00:00,17,122785.0,137427.0,97222.0,105668.0,116932.0,122162.0,127620.0,130960.0,133117.0,135036.0,136566.0,138041.0,140007.0,142373.0,144362.0,146393.0,149278.0,152316.0,153366.0,155108.0,158343.0,12:00:00
53,207,2017-01-03 06:00:00,2017-01-02 12:00:00,18,134454.0,130292.0,90376.0,102812.0,109827.0,114345.0,118184.0,121655.0,125192.0,127249.0,129364.0,130817.0,132463.0,134530.0,136894.0,139358.0,142447.0,146088.0,148135.0,151555.0,154490.0,12:00:00
54,208,2017-01-03 07:00:00,2017-01-02 12:00:00,19,139712.0,132224.0,83623.0,104804.0,112812.0,118926.0,122800.0,125389.0,127741.0,130535.0,132022.0,133801.0,135229.0,137064.0,139460.0,142092.0,145506.0,147741.0,150726.0,151561.0,154685.0,12:00:00
55,209,2017-01-03 08:00:00,2017-01-02 12:00:00,20,140178.0,125681.0,82421.0,96001.0,103823.0,110360.0,114559.0,118174.0,120933.0,123322.0,124576.0,126517.0,128497.0,130991.0,134021.0,136689.0,138758.0,140546.0,143752.0,148655.0,152647.0,12:00:00
56,210,2017-01-03 09:00:00,2017-01-02 12:00:00,21,146469.0,108877.0,63849.0,79756.0,86608.0,91739.0,96738.0,100053.0,102444.0,104856.0,106779.0,108670.0,111219.0,113554.0,116705.0,119672.0,123337.0,127057.0,130656.0,135209.0,140766.0,12:00:00
57,211,2017-01-03 10:00:00,2017-01-02 12:00:00,22,153125.0,124595.0,80860.0,95613.0,104702.0,109853.0,114171.0,116924.0,119377.0,121124.0,122933.0,125013.0,127092.0,128985.0,131428.0,134665.0,138102.0,140998.0,143449.0,146393.0,151104.0,12:00:00
58,212,2017-01-03 11:00:00,2017-01-02 12:00:00,23,156681.0,148980.0,103051.0,121047.0,128829.0,138101.0,142099.0,145375.0,147230.0,148607.0,150345.0,152242.0,153373.0,155322.0,157092.0,158723.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
59,213,2017-01-03 12:00:00,2017-01-02 12:00:00,24,157077.0,149056.0,98292.0,116807.0,129258.0,137660.0,141591.0,145791.0,146709.0,147986.0,150566.0,151929.0,154019.0,155988.0,157549.0,159494.0,159960.0,160000.0,160000.0,160000.0,160000.0,12:00:00
60,214,2017-01-03 13:00:00,2017-01-02 12:00:00,25,156959.0,152637.0,101444.0,122353.0,135209.0,140867.0,146563.0,150066.0,151758.0,153145.0,154262.0,156139.0,157221.0,158999.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
61,215,2017-01-03 14:00:00,2017-01-02 12:00:00,26,155613.0,155638.0,109959.0,126885.0,138182.0,144430.0,148258.0,152473.0,155234.0,156183.0,158029.0,159856.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
62,216,2017-01-03 15:00:00,2017-01-02 12:00:00,27,155071.0,156382.0,122608.0,132664.0,140903.0,144563.0,147670.0,152240.0,155076.0,156292.0,157973.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
63,217,2017-01-03 16:00:00,2017-01-02 12:00:00,28,155144.0,158730.0,113430.0,131447.0,140487.0,147473.0,152599.0,155643.0,157489.0,159067.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
64,218,2017-01-03 17:00:00,2017-01-02 12:00:00,29,155363.0,158472.0,109311.0,127244.0,137198.0,143642.0,151923.0,155399.0,156958.0,158328.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
65,219,2017-01-03 18:00:00,2017-01-02 12:00:00,30,153480.0,158289.0,102054.0,125466.0,137761.0,146148.0,151277.0,155913.0,157174.0,159095.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
66,220,2017-01-03 19:00:00,2017-01-02 12:00:00,31,155576.0,159911.0,104019.0,126581.0,138527.0,147429.0,151223.0,155297.0,158471.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
67,221,2017-01-03 20:00:00,2017-01-02 12:00:00,32,156896.0,160000.0,104602.0,126581.0,142560.0,149706.0,153741.0,156546.0,158908.0,159900.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
68,222,2017-01-03 21:00:00,2017-01-02 12:00:00,33,157320.0,160000.0,100883.0,128287.0,143102.0,147475.0,152398.0,155874.0,157676.0,159060.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
69,223,2017-01-03 22:00:00,2017-01-02 12:00:00,34,156472.0,160000.0,102991.0,124376.0,140899.0,145728.0,152471.0,156472.0,158562.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
70,224,2017-01-03 23:00:00,2017-01-02 12:00:00,35,158026.0,160000.0,92803.0,122992.0,138645.0,148206.0,154488.0,157114.0,158753.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
71,225,2017-01-04 00:00:00,2017-01-02 12:00:00,36,159108.0,160000.0,92430.0,130926.0,139271.0,145391.0,152458.0,155546.0,158697.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
72,278,2017-01-04 01:00:00,2017-01-03 12:00:00,13,159390.0,158611.0,108289.0,129300.0,142952.0,149757.0,153476.0,156257.0,157763.0,159390.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
73,279,2017-01-04 02:00:00,2017-01-03 12:00:00,14,159518.0,158448.0,100508.0,127833.0,139250.0,147428.0,151266.0,155829.0,157587.0,158559.0,159916.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
74,280,2017-01-04 03:00:00,2017-01-03 12:00:00,15,158957.0,160000.0,117857.0,135095.0,143547.0,148799.0,153567.0,155844.0,157829.0,159109.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
75,281,2017-01-04 04:00:00,2017-01-03 12:00:00,16,159152.0,160000.0,124373.0,133827.0,142962.0,146825.0,152362.0,154779.0,157584.0,158537.0,159466.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
76,282,2017-01-04 05:00:00,2017-01-03 12:00:00,17,159573.0,149903.0,109723.0,118236.0,130225.0,135422.0,141024.0,144326.0,146503.0,148340.0,149700.0,151021.0,152892.0,155179.0,156990.0,158643.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
77,283,2017-01-04 06:00:00,2017-01-03 12:00:00,18,159274.0,152672.0,112484.0,126464.0,133421.0,137996.0,141937.0,145555.0,149172.0,151061.0,153043.0,154132.0,155691.0,157309.0,159274.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
78,284,2017-01-04 07:00:00,2017-01-03 12:00:00,19,158723.0,154355.0,103342.0,127530.0,136186.0,142994.0,146739.0,149208.0,151445.0,154255.0,155479.0,156948.0,158217.0,159752.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
79,285,2017-01-04 08:00:00,2017-01-03 12:00:00,20,158350.0,154252.0,111389.0,125948.0,133539.0,141020.0,145753.0,149290.0,152265.0,154417.0,155356.0,157142.0,158963.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
80,286,2017-01-04 09:00:00,2017-01-03 12:00:00,21,156250.0,157982.0,107756.0,130465.0,138943.0,145837.0,151116.0,153884.0,155773.0,158305.0,159258.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
81,287,2017-01-04 10:00:00,2017-01-03 12:00:00,22,150877.0,154263.0,109413.0,126808.0,136615.0,142191.0,146397.0,149206.0,151406.0,152918.0,154258.0,155970.0,157583.0,159061.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,160000.0,12:00:00
82,288,2017-01-04 11:00:00,2017-01-03 12:00:00,23,148350.0,136717.0,91846.0,108403.0,115790.0,124498.0,128552.0,131840.0,133797.0,135305.0,137210.0,139154.0,140532.0,142710.0,144870.0,146860.0,149113.0,151122.0,154454.0,155200.0,156730.0,12:00:00
83,289,2017-01-04 12:00:00,2017-01-03 12:00:00,24,151645.0,117747.0,70525.0,85614.0,95889.0,102822.0,106856.0,110909.0,112459.0,114089.0,117098.0,118976.0,121746.0,123907.0,126441.0,129051.0,131321.0,133885.0,137156.0,140328.0,144791.0,12:00:00
84,290,2017-01-04 13:00:00,2017-01-03 12:00:00,25,141336.0,111089.0,63417.0,78992.0,89733.0,94801.0,100061.0,103812.0,106234.0,108248.0,110225.0,112391.0,114276.0,116780.0,119852.0,122969.0,125472.0,129075.0,132148.0,136810.0,141995.0,12:00:00
85,291,2017-01-04 14:00:00,2017-01-03 12:00:00,26,134150.0,126551.0,81388.0,96477.0,106260.0,112345.0,116267.0,120503.0,123315.0,124673.0,126839.0,128990.0,131622.0,133255.0,134874.0,136607.0,138788.0,140785.0,144457.0,146462.0,149093.0,12:00:00
86,292,2017-01-04 15:00:00,2017-01-03 12:00:00,27,115592.0,119139.0,80844.0,92141.0,99589.0,103720.0,107386.0,111513.0,114466.0,116357.0,118338.0,121376.0,123781.0,125377.0,127328.0,129134.0,131873.0,134582.0,137709.0,140916.0,145022.0,12:00:00
87,293,2017-01-04 16:00:00,2017-01-03 12:00:00,28,97591.0,104246.0,60014.0,73798.0,81716.0,87548.0,92415.0,96294.0,98341.0,100737.0,103182.0,104978.0,107334.0,109821.0,112233.0,114719.0,118913.0,122182.0,126236.0,131270.0,137157.0,12:00:00
88,294,2017-01-04 17:00:00,2017-01-03 12:00:00,29,129567.0,137646.0,89966.0,106215.0,115452.0,121665.0,129179.0,132652.0,134437.0,136149.0,138701.0,141170.0,142588.0,144437.0,146460.0,148079.0,149472.0,152086.0,154109.0,155823.0,159485.0,12:00:00
89,295,2017-01-04 18:00:00,2017-01-03 12:00:00,30,99144.0,142725.0,88582.0,109778.0,121219.0,129136.0,134164.0,138616.0,140218.0,142242.0,144208.0,146119.0,148994.0,151241.0,153216.0,154731.0,156265.0,158443.0,160000.0,160000.0,160000.0,12:00:00
90,296,2017-01-04 19:00:00,2017-01-03 12:00:00,31,130491.0,142001.0,88735.0,108834.0,119659.0,127998.0,131869.0,135823.0,138971.0,141784.0,143800.0,145208.0,147133.0,149037.0,150783.0,153745.0,155730.0,157389.0,158846.0,160000.0,160000.0,12:00:00
91,297,2017-01-04 20:00:00,2017-01-03 12:00:00,32,99022.0,137832.0,85115.0,104926.0,118560.0,125499.0,129362.0,132314.0,134710.0,136028.0,137618.0,140562.0,142359.0,144396.0,146341.0,148187.0,149436.0,151640.0,153393.0,156288.0,159585.0,12:00:00
92,298,2017-01-04 21:00:00,2017-01-03 12:00:00,33,91905.0,124987.0,72382.0,93029.0,104760.0,109555.0,114054.0,117738.0,119933.0,121859.0,124050.0,126209.0,128192.0,131200.0,132994.0,135567.0,137725.0,140390.0,144680.0,149213.0,152124.0,12:00:00
93,299,2017-01-04 22:00:00,2017-01-03 12:00:00,34,112389.0,111092.0,61129.0,75229.0,87161.0,92564.0,97729.0,101635.0,104460.0,106902.0,109124.0,111612.0,113693.0,116371.0,120248.0,122864.0,126107.0,130055.0,133580.0,139079.0,144438.0,12:00:00
94,300,2017-01-04 23:00:00,2017-01-03 12:00:00,35,105039.0,105284.0,50528.0,67927.0,79352.0,86951.0,92504.0,95305.0,98240.0,100079.0,102187.0,104690.0,107062.0,110344.0,114279.0,117659.0,121760.0,126186.0,130434.0,135949.0,142677.0,12:00:00
95,301,2017-01-05 00:00:00,2017-01-03 12:00:00,36,64929.0,95639.0,43316.0,62177.0,70442.0,75261.0,80700.0,83778.0,86852.0,89532.0,92068.0,95310.0,98586.0,102093.0,105245.0,108442.0,112100.0,116475.0,121571.0,128265.0,137200.0,12:00:00
96,354,2017-01-05 01:00:00,2017-01-04 12:00:00,13,21926.0,75395.0,34127.0,43833.0,52123.0,57526.0,61313.0,64583.0,67651.0,69817.0,72215.0,74884.0,76978.0,78987.0,82669.0,87069.0,90608.0,95370.0,99799.0,107285.0,117488.0,12:00:00
